ticker,industry,name,period,unit,value,group
SHS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-0.2626,Tăng trưởng
FTS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-0.082,Tăng trưởng
BSI,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-0.4086,Tăng trưởng
CTS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,0.0667,Tăng trưởng
VDS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-0.8419,Tăng trưởng
ORS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-1.0954,Tăng trưởng
BVS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q1-2025,%,-0.2489,Tăng trưởng
VIX,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,-0.4132,Tăng trưởng
VND,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,-0.6936,Tăng trưởng
VCI,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,0.7761,Tăng trưởng
HCM,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,0.2664,Tăng trưởng
MBS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,-0.0437,Tăng trưởng
SHS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,0.323,Tăng trưởng
FTS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,2.7954,Tăng trưởng
BSI,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,0.4155,Tăng trưởng
CTS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,0.7818,Tăng trưởng
VDS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,-1.3727,Tăng trưởng
ORS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,0.2028,Tăng trưởng
BVS,Dịch vụ tài chính,Tăng trưởng lợi nhuận thuần,Q4-2024,%,0.1969,Tăng trưởng
